TRACK_ID,ARTIST_ID,ALBUM_ID,DURATION,MOOD_TAG,AUDIO_PATH,AF_PATH,MEL_PATH
TRK_41281,ARTST_319584,ALBM_753873,224.6,SAD,data/audio/1/TRK_41281.mp3,data/acoustic_brainz/1/TRK_41281.json,data/mel_feat/1/TRK_41281.npy
TRK_50621,ARTST_238033,ALBM_647834,88.0,HAPPY,data/audio/1/TRK_50621.mp3,data/acoustic_brainz/1/TRK_50621.json,data/mel_feat/1/TRK_50621.npy
TRK_84727,ARTST_328006,ALBM_533641,781.1,SAD,data/audio/7/TRK_84727.mp3,data/acoustic_brainz/7/TRK_84727.json,data/mel_feat/7/TRK_84727.npy
TRK_60050,ARTST_131460,ALBM_549921,173.9,HAPPY,data/audio/10/TRK_60050.mp3,data/acoustic_brainz/10/TRK_60050.json,data/mel_feat/10/TRK_60050.npy
TRK_98334,ARTST_327750,ALBM_704535,235.5,SAD,data/audio/14/TRK_98334.mp3,data/acoustic_brainz/14/TRK_98334.json,data/mel_feat/14/TRK_98334.npy
TRK_33490,ARTST_204970,ALBM_803227,188.7,SAD,data/audio/10/TRK_33490.mp3,data/acoustic_brainz/10/TRK_33490.json,data/mel_feat/10/TRK_33490.npy
TRK_85842,ARTST_188983,ALBM_812546,121.0,SAD,data/audio/2/TRK_85842.mp3,data/acoustic_brainz/2/TRK_85842.json,data/mel_feat/2/TRK_85842.npy
TRK_36624,ARTST_164528,ALBM_820723,157.3,HAPPY,data/audio/4/TRK_36624.mp3,data/acoustic_brainz/4/TRK_36624.json,data/mel_feat/4/TRK_36624.npy
TRK_27890,ARTST_155692,ALBM_877862,240.1,HAPPY,data/audio/10/TRK_27890.mp3,data/acoustic_brainz/10/TRK_27890.json,data/mel_feat/10/TRK_27890.npy
TRK_36708,ARTST_189051,ALBM_861692,165.5,HAPPY,data/audio/8/TRK_36708.mp3,data/acoustic_brainz/8/TRK_36708.json,data/mel_feat/8/TRK_36708.npy
TRK_10087,ARTST_262682,ALBM_762672,384.2,HAPPY,data/audio/7/TRK_10087.mp3,data/acoustic_brainz/7/TRK_10087.json,data/mel_feat/7/TRK_10087.npy
TRK_98828,ARTST_393511,ALBM_688458,290.0,SAD,data/audio/8/TRK_98828.mp3,data/acoustic_brainz/8/TRK_98828.json,data/mel_feat/8/TRK_98828.npy
TRK_74333,ARTST_131460,ALBM_893291,216.7,HAPPY,data/audio/13/TRK_74333.mp3,data/acoustic_brainz/13/TRK_74333.json,data/mel_feat/13/TRK_74333.npy
TRK_36508,ARTST_294940,ALBM_673190,202.9,HAPPY,data/audio/8/TRK_36508.mp3,data/acoustic_brainz/8/TRK_36508.json,data/mel_feat/8/TRK_36508.npy
TRK_76611,ARTST_303581,ALBM_656540,254.2,HAPPY,data/audio/11/TRK_76611.mp3,data/acoustic_brainz/11/TRK_76611.json,data/mel_feat/11/TRK_76611.npy
TRK_61114,ARTST_188990,ALBM_796130,92.6,SAD,data/audio/14/TRK_61114.mp3,data/acoustic_brainz/14/TRK_61114.json,data/mel_feat/14/TRK_61114.npy
TRK_74402,ARTST_188715,ALBM_663944,30.5,HAPPY,data/audio/2/TRK_74402.mp3,data/acoustic_brainz/2/TRK_74402.json,data/mel_feat/2/TRK_74402.npy
TRK_81930,ARTST_278552,ALBM_835587,75.1,HAPPY,data/audio/10/TRK_81930.mp3,data/acoustic_brainz/10/TRK_81930.json,data/mel_feat/10/TRK_81930.npy
TRK_1589,ARTST_229763,ALBM_615102,435.0,SAD,data/audio/9/TRK_1589.mp3,data/acoustic_brainz/9/TRK_1589.json,data/mel_feat/9/TRK_1589.npy
TRK_27960,ARTST_189060,ALBM_894273,262.6,SAD,data/audio/0/TRK_27960.mp3,data/acoustic_brainz/0/TRK_27960.json,data/mel_feat/0/TRK_27960.npy
TRK_42434,ARTST_155839,ALBM_811682,65.4,SAD,data/audio/14/TRK_42434.mp3,data/acoustic_brainz/14/TRK_42434.json,data/mel_feat/14/TRK_42434.npy
TRK_77080,ARTST_303747,ALBM_754988,175.2,SAD,data/audio/0/TRK_77080.mp3,data/acoustic_brainz/0/TRK_77080.json,data/mel_feat/0/TRK_77080.npy
TRK_67408,ARTST_131460,ALBM_729905,151.7,HAPPY,data/audio/8/TRK_67408.mp3,data/acoustic_brainz/8/TRK_67408.json,data/mel_feat/8/TRK_67408.npy
TRK_68151,ARTST_369239,ALBM_730172,236.2,HAPPY,data/audio/11/TRK_68151.mp3,data/acoustic_brainz/11/TRK_68151.json,data/mel_feat/11/TRK_68151.npy
TRK_91928,ARTST_246293,ALBM_688924,203.8,HAPPY,data/audio/8/TRK_91928.mp3,data/acoustic_brainz/8/TRK_91928.json,data/mel_feat/8/TRK_91928.npy
TRK_67215,ARTST_311765,ALBM_852708,193.6,HAPPY,data/audio/15/TRK_67215.mp3,data/acoustic_brainz/15/TRK_67215.json,data/mel_feat/15/TRK_67215.npy
TRK_35884,ARTST_352637,ALBM_820458,290.0,HAPPY,data/audio/4/TRK_35884.mp3,data/acoustic_brainz/4/TRK_35884.json,data/mel_feat/4/TRK_35884.npy
TRK_11588,ARTST_115029,ALBM_820550,275.7,HAPPY,data/audio/8/TRK_11588.mp3,data/acoustic_brainz/8/TRK_11588.json,data/mel_feat/8/TRK_11588.npy
TRK_68853,ARTST_155692,ALBM_877862,376.4,HAPPY,data/audio/13/TRK_68853.mp3,data/acoustic_brainz/13/TRK_68853.json,data/mel_feat/13/TRK_68853.npy
TRK_26999,ARTST_131460,ALBM_844748,171.0,HAPPY,data/audio/19/TRK_26999.mp3,data/acoustic_brainz/19/TRK_26999.json,data/mel_feat/19/TRK_26999.npy
TRK_69031,ARTST_270401,ALBM_607619,240.2,SAD,data/audio/11/TRK_69031.mp3,data/acoustic_brainz/11/TRK_69031.json,data/mel_feat/11/TRK_69031.npy
TRK_53030,ARTST_279219,ALBM_697845,171.9,HAPPY,data/audio/10/TRK_53030.mp3,data/acoustic_brainz/10/TRK_53030.json,data/mel_feat/10/TRK_53030.npy
TRK_92654,ARTST_188715,ALBM_746513,31.7,HAPPY,data/audio/14/TRK_92654.mp3,data/acoustic_brainz/14/TRK_92654.json,data/mel_feat/14/TRK_92654.npy
TRK_8979,ARTST_188715,ALBM_590241,124.3,HAPPY,data/audio/19/TRK_8979.mp3,data/acoustic_brainz/19/TRK_8979.json,data/mel_feat/19/TRK_8979.npy
TRK_26302,ARTST_107022,ALBM_549625,305.1,SAD,data/audio/2/TRK_26302.mp3,data/acoustic_brainz/2/TRK_26302.json,data/mel_feat/2/TRK_26302.npy
TRK_81914,ARTST_188976,ALBM_885775,218.3,HAPPY,data/audio/14/TRK_81914.mp3,data/acoustic_brainz/14/TRK_81914.json,data/mel_feat/14/TRK_81914.npy
TRK_59100,ARTST_344593,ALBM_893702,120.2,HAPPY,data/audio/0/TRK_59100.mp3,data/acoustic_brainz/0/TRK_59100.json,data/mel_feat/0/TRK_59100.npy
TRK_66058,ARTST_319613,ALBM_614728,243.5,HAPPY,data/audio/18/TRK_66058.mp3,data/acoustic_brainz/18/TRK_66058.json,data/mel_feat/18/TRK_66058.npy
TRK_51182,ARTST_155839,ALBM_770917,166.2,HAPPY,data/audio/2/TRK_51182.mp3,data/acoustic_brainz/2/TRK_51182.json,data/mel_feat/2/TRK_51182.npy
TRK_83889,ARTST_131460,ALBM_525132,171.6,HAPPY,data/audio/9/TRK_83889.mp3,data/acoustic_brainz/9/TRK_83889.json,data/mel_feat/9/TRK_83889.npy
TRK_27447,ARTST_197023,ALBM_550025,147.9,HAPPY,data/audio/7/TRK_27447.mp3,data/acoustic_brainz/7/TRK_27447.json,data/mel_feat/7/TRK_27447.npy
TRK_75374,ARTST_319993,ALBM_664281,221.5,SAD,data/audio/14/TRK_75374.mp3,data/acoustic_brainz/14/TRK_75374.json,data/mel_feat/14/TRK_75374.npy
TRK_99998,ARTST_333828,ALBM_852714,83.3,HAPPY,data/audio/18/TRK_99998.mp3,data/acoustic_brainz/18/TRK_99998.json,data/mel_feat/18/TRK_99998.npy
TRK_51844,ARTST_295515,ALBM_681050,236.6,SAD,data/audio/4/TRK_51844.mp3,data/acoustic_brainz/4/TRK_51844.json,data/mel_feat/4/TRK_51844.npy
TRK_76747,ARTST_311875,ALBM_566455,343.8,HAPPY,data/audio/7/TRK_76747.mp3,data/acoustic_brainz/7/TRK_76747.json,data/mel_feat/7/TRK_76747.npy
TRK_11251,ARTST_196970,ALBM_632009,99.4,SAD,data/audio/11/TRK_11251.mp3,data/acoustic_brainz/11/TRK_11251.json,data/mel_feat/11/TRK_11251.npy
TRK_93284,ARTST_361085,ALBM_828670,260.0,HAPPY,data/audio/4/TRK_93284.mp3,data/acoustic_brainz/4/TRK_93284.json,data/mel_feat/4/TRK_93284.npy
TRK_76817,ARTST_319993,ALBM_746709,258.2,SAD,data/audio/17/TRK_76817.mp3,data/acoustic_brainz/17/TRK_76817.json,data/mel_feat/17/TRK_76817.npy
TRK_41230,ARTST_270401,ALBM_835761,112.0,SAD,data/audio/10/TRK_41230.mp3,data/acoustic_brainz/10/TRK_41230.json,data/mel_feat/10/TRK_41230.npy
TRK_2729,ARTST_196970,ALBM_509026,175.7,SAD,data/audio/9/TRK_2729.mp3,data/acoustic_brainz/9/TRK_2729.json,data/mel_feat/9/TRK_2729.npy
TRK_26429,ARTST_131460,ALBM_811814,148.8,HAPPY,data/audio/9/TRK_26429.mp3,data/acoustic_brainz/9/TRK_26429.json,data/mel_feat/9/TRK_26429.npy
TRK_85223,ARTST_311875,ALBM_714020,69.9,HAPPY,data/audio/3/TRK_85223.mp3,data/acoustic_brainz/3/TRK_85223.json,data/mel_feat/3/TRK_85223.npy
TRK_52770,ARTST_295584,ALBM_550308,151.5,HAPPY,data/audio/10/TRK_52770.mp3,data/acoustic_brainz/10/TRK_52770.json,data/mel_feat/10/TRK_52770.npy
TRK_76010,ARTST_327750,ALBM_893865,40.9,HAPPY,data/audio/10/TRK_76010.mp3,data/acoustic_brainz/10/TRK_76010.json,data/mel_feat/10/TRK_76010.npy
TRK_18907,ARTST_188976,ALBM_885775,91.9,HAPPY,data/audio/7/TRK_18907.mp3,data/acoustic_brainz/7/TRK_18907.json,data/mel_feat/7/TRK_18907.npy
TRK_68885,ARTST_172047,ALBM_705837,143.2,SAD,data/audio/5/TRK_68885.mp3,data/acoustic_brainz/5/TRK_68885.json,data/mel_feat/5/TRK_68885.npy
TRK_10747,ARTST_131460,ALBM_779294,170.7,HAPPY,data/audio/7/TRK_10747.mp3,data/acoustic_brainz/7/TRK_10747.json,data/mel_feat/7/TRK_10747.npy
TRK_92628,ARTST_278580,ALBM_836621,151.0,HAPPY,data/audio/8/TRK_92628.mp3,data/acoustic_brainz/8/TRK_92628.json,data/mel_feat/8/TRK_92628.npy
TRK_16650,ARTST_139548,ALBM_663729,184.7,SAD,data/audio/10/TRK_16650.mp3,data/acoustic_brainz/10/TRK_16650.json,data/mel_feat/10/TRK_16650.npy
TRK_41582,ARTST_131460,ALBM_893291,84.0,HAPPY,data/audio/2/TRK_41582.mp3,data/acoustic_brainz/2/TRK_41582.json,data/mel_feat/2/TRK_41582.npy
TRK_3157,ARTST_361085,ALBM_828670,283.8,HAPPY,data/audio/17/TRK_3157.mp3,data/acoustic_brainz/17/TRK_3157.json,data/mel_feat/17/TRK_3157.npy
TRK_60585,ARTST_131208,ALBM_648464,211.1,SAD,data/audio/5/TRK_60585.mp3,data/acoustic_brainz/5/TRK_60585.json,data/mel_feat/5/TRK_60585.npy
TRK_77617,ARTST_164528,ALBM_534009,200.6,HAPPY,data/audio/17/TRK_77617.mp3,data/acoustic_brainz/17/TRK_77617.json,data/mel_feat/17/TRK_77617.npy
TRK_99510,ARTST_196741,ALBM_705063,123.1,SAD,data/audio/10/TRK_99510.mp3,data/acoustic_brainz/10/TRK_99510.json,data/mel_feat/10/TRK_99510.npy
TRK_19071,ARTST_393705,ALBM_517206,165.1,SAD,data/audio/11/TRK_19071.mp3,data/acoustic_brainz/11/TRK_19071.json,data/mel_feat/11/TRK_19071.npy
TRK_16469,ARTST_319622,ALBM_655431,420.2,SAD,data/audio/9/TRK_16469.mp3,data/acoustic_brainz/9/TRK_16469.json,data/mel_feat/9/TRK_16469.npy
TRK_35933,ARTST_361085,ALBM_828670,354.0,HAPPY,data/audio/13/TRK_35933.mp3,data/acoustic_brainz/13/TRK_35933.json,data/mel_feat/13/TRK_35933.npy
TRK_75215,ARTST_106943,ALBM_787142,166.4,HAPPY,data/audio/15/TRK_75215.mp3,data/acoustic_brainz/15/TRK_75215.json,data/mel_feat/15/TRK_75215.npy
TRK_91331,ARTST_106943,ALBM_533045,97.9,HAPPY,data/audio/11/TRK_91331.mp3,data/acoustic_brainz/11/TRK_91331.json,data/mel_feat/11/TRK_91331.npy
TRK_98487,ARTST_131208,ALBM_778352,475.0,SAD,data/audio/7/TRK_98487.mp3,data/acoustic_brainz/7/TRK_98487.json,data/mel_feat/7/TRK_98487.npy
TRK_26777,ARTST_377320,ALBM_664457,90.1,HAPPY,data/audio/17/TRK_26777.mp3,data/acoustic_brainz/17/TRK_26777.json,data/mel_feat/17/TRK_26777.npy
TRK_93325,ARTST_295402,ALBM_550149,76.2,HAPPY,data/audio/5/TRK_93325.mp3,data/acoustic_brainz/5/TRK_93325.json,data/mel_feat/5/TRK_93325.npy
TRK_34568,ARTST_164293,ALBM_869143,208.4,SAD,data/audio/8/TRK_34568.mp3,data/acoustic_brainz/8/TRK_34568.json,data/mel_feat/8/TRK_34568.npy
TRK_69255,ARTST_295402,ALBM_501207,47.4,HAPPY,data/audio/15/TRK_69255.mp3,data/acoustic_brainz/15/TRK_69255.json,data/mel_feat/15/TRK_69255.npy
TRK_75959,ARTST_131460,ALBM_877471,148.2,HAPPY,data/audio/19/TRK_75959.mp3,data/acoustic_brainz/19/TRK_75959.json,data/mel_feat/19/TRK_75959.npy
TRK_59497,ARTST_360905,ALBM_557910,197.1,HAPPY,data/audio/17/TRK_59497.mp3,data/acoustic_brainz/17/TRK_59497.json,data/mel_feat/17/TRK_59497.npy
TRK_32976,ARTST_275217,ALBM_745596,171.6,SAD,data/audio/16/TRK_32976.mp3,data/acoustic_brainz/16/TRK_32976.json,data/mel_feat/16/TRK_32976.npy
TRK_83696,ARTST_344593,ALBM_656132,127.9,HAPPY,data/audio/16/TRK_83696.mp3,data/acoustic_brainz/16/TRK_83696.json,data/mel_feat/16/TRK_83696.npy
TRK_99651,ARTST_278914,ALBM_803431,392.6,HAPPY,data/audio/11/TRK_99651.mp3,data/acoustic_brainz/11/TRK_99651.json,data/mel_feat/11/TRK_99651.npy
TRK_83526,ARTST_294937,ALBM_778958,84.9,HAPPY,data/audio/6/TRK_83526.mp3,data/acoustic_brainz/6/TRK_83526.json,data/mel_feat/6/TRK_83526.npy
TRK_8467,ARTST_393501,ALBM_843956,346.5,SAD,data/audio/7/TRK_8467.mp3,data/acoustic_brainz/7/TRK_8467.json,data/mel_feat/7/TRK_8467.npy
TRK_16438,ARTST_294940,ALBM_786474,282.6,HAPPY,data/audio/18/TRK_16438.mp3,data/acoustic_brainz/18/TRK_16438.json,data/mel_feat/18/TRK_16438.npy
TRK_90741,ARTST_139555,ALBM_655729,479.5,HAPPY,data/audio/1/TRK_90741.mp3,data/acoustic_brainz/1/TRK_90741.json,data/mel_feat/1/TRK_90741.npy
TRK_19392,ARTST_344685,ALBM_615607,416.3,HAPPY,data/audio/12/TRK_19392.mp3,data/acoustic_brainz/12/TRK_19392.json,data/mel_feat/12/TRK_19392.npy
TRK_92266,ARTST_336018,ALBM_770933,252.0,HAPPY,data/audio/6/TRK_92266.mp3,data/acoustic_brainz/6/TRK_92266.json,data/mel_feat/6/TRK_92266.npy
TRK_9021,ARTST_311600,ALBM_745908,291.6,SAD,data/audio/1/TRK_9021.mp3,data/acoustic_brainz/1/TRK_9021.json,data/mel_feat/1/TRK_9021.npy
TRK_41295,ARTST_205060,ALBM_811229,124.0,HAPPY,data/audio/15/TRK_41295.mp3,data/acoustic_brainz/15/TRK_41295.json,data/mel_feat/15/TRK_41295.npy
TRK_52907,ARTST_336365,ALBM_648672,161.5,HAPPY,data/audio/7/TRK_52907.mp3,data/acoustic_brainz/7/TRK_52907.json,data/mel_feat/7/TRK_52907.npy
TRK_3048,ARTST_213620,ALBM_779464,242.1,HAPPY,data/audio/8/TRK_3048.mp3,data/acoustic_brainz/8/TRK_3048.json,data/mel_feat/8/TRK_3048.npy
TRK_82974,ARTST_197024,ALBM_803276,88.8,HAPPY,data/audio/14/TRK_82974.mp3,data/acoustic_brainz/14/TRK_82974.json,data/mel_feat/14/TRK_82974.npy
TRK_19144,ARTST_197121,ALBM_894055,34.1,HAPPY,data/audio/4/TRK_19144.mp3,data/acoustic_brainz/4/TRK_19144.json,data/mel_feat/4/TRK_19144.npy
TRK_18083,ARTST_333828,ALBM_852714,185.6,HAPPY,data/audio/3/TRK_18083.mp3,data/acoustic_brainz/3/TRK_18083.json,data/mel_feat/3/TRK_18083.npy
TRK_26726,ARTST_188715,ALBM_500593,33.6,HAPPY,data/audio/6/TRK_26726.mp3,data/acoustic_brainz/6/TRK_26726.json,data/mel_feat/6/TRK_26726.npy
TRK_34692,ARTST_262367,ALBM_869182,438.3,SAD,data/audio/12/TRK_34692.mp3,data/acoustic_brainz/12/TRK_34692.json,data/mel_feat/12/TRK_34692.npy
TRK_27622,ARTST_213271,ALBM_599239,243.4,HAPPY,data/audio/2/TRK_27622.mp3,data/acoustic_brainz/2/TRK_27622.json,data/mel_feat/2/TRK_27622.npy
TRK_2503,ARTST_197121,ALBM_517118,35.1,HAPPY,data/audio/3/TRK_2503.mp3,data/acoustic_brainz/3/TRK_2503.json,data/mel_feat/3/TRK_2503.npy
TRK_33976,ARTST_196970,ALBM_746025,151.9,HAPPY,data/audio/16/TRK_33976.mp3,data/acoustic_brainz/16/TRK_33976.json,data/mel_feat/16/TRK_33976.npy
TRK_99528,ARTST_106943,ALBM_533045,97.9,HAPPY,data/audio/8/TRK_99528.mp3,data/acoustic_brainz/8/TRK_99528.json,data/mel_feat/8/TRK_99528.npy
TRK_68787,ARTST_287238,ALBM_820497,246.5,HAPPY,data/audio/7/TRK_68787.mp3,data/acoustic_brainz/7/TRK_68787.json,data/mel_feat/7/TRK_68787.npy
TRK_82110,ARTST_294940,ALBM_508022,200.7,HAPPY,data/audio/10/TRK_82110.mp3,data/acoustic_brainz/10/TRK_82110.json,data/mel_feat/10/TRK_82110.npy
TRK_99548,ARTST_295124,ALBM_590394,57.6,HAPPY,data/audio/8/TRK_99548.mp3,data/acoustic_brainz/8/TRK_99548.json,data/mel_feat/8/TRK_99548.npy
TRK_27501,ARTST_344550,ALBM_664747,117.5,HAPPY,data/audio/1/TRK_27501.mp3,data/acoustic_brainz/1/TRK_27501.json,data/mel_feat/1/TRK_27501.npy
TRK_18064,ARTST_237983,ALBM_762589,237.3,SAD,data/audio/4/TRK_18064.mp3,data/acoustic_brainz/4/TRK_18064.json,data/mel_feat/4/TRK_18064.npy
TRK_83195,ARTST_336034,ALBM_852555,187.5,HAPPY,data/audio/15/TRK_83195.mp3,data/acoustic_brainz/15/TRK_83195.json,data/mel_feat/15/TRK_83195.npy
TRK_33998,ARTST_196970,ALBM_819767,158.1,HAPPY,data/audio/18/TRK_33998.mp3,data/acoustic_brainz/18/TRK_33998.json,data/mel_feat/18/TRK_33998.npy
TRK_51513,ARTST_213372,ALBM_549826,73.3,HAPPY,data/audio/13/TRK_51513.mp3,data/acoustic_brainz/13/TRK_51513.json,data/mel_feat/13/TRK_51513.npy
TRK_50642,ARTST_294937,ALBM_688805,119.2,HAPPY,data/audio/2/TRK_50642.mp3,data/acoustic_brainz/2/TRK_50642.json,data/mel_feat/2/TRK_50642.npy
TRK_28056,ARTST_393619,ALBM_681345,130.6,SAD,data/audio/16/TRK_28056.mp3,data/acoustic_brainz/16/TRK_28056.json,data/mel_feat/16/TRK_28056.npy
TRK_43826,ARTST_262157,ALBM_754827,109.5,SAD,data/audio/6/TRK_43826.mp3,data/acoustic_brainz/6/TRK_43826.json,data/mel_feat/6/TRK_43826.npy
TRK_99026,ARTST_204970,ALBM_803227,221.2,SAD,data/audio/6/TRK_99026.mp3,data/acoustic_brainz/6/TRK_99026.json,data/mel_feat/6/TRK_99026.npy
TRK_82736,ARTST_205217,ALBM_754092,216.0,HAPPY,data/audio/16/TRK_82736.mp3,data/acoustic_brainz/16/TRK_82736.json,data/mel_feat/16/TRK_82736.npy
TRK_74258,ARTST_294937,ALBM_622925,111.9,HAPPY,data/audio/18/TRK_74258.mp3,data/acoustic_brainz/18/TRK_74258.json,data/mel_feat/18/TRK_74258.npy
TRK_43443,ARTST_197121,ALBM_599025,70.1,HAPPY,data/audio/3/TRK_43443.mp3,data/acoustic_brainz/3/TRK_43443.json,data/mel_feat/3/TRK_43443.npy
TRK_49734,ARTST_319875,ALBM_590180,136.2,HAPPY,data/audio/14/TRK_49734.mp3,data/acoustic_brainz/14/TRK_49734.json,data/mel_feat/14/TRK_49734.npy
TRK_58956,ARTST_278580,ALBM_549586,130.4,HAPPY,data/audio/16/TRK_58956.mp3,data/acoustic_brainz/16/TRK_58956.json,data/mel_feat/16/TRK_58956.npy
TRK_35661,ARTST_188715,ALBM_574624,202.4,SAD,data/audio/1/TRK_35661.mp3,data/acoustic_brainz/1/TRK_35661.json,data/mel_feat/1/TRK_35661.npy
TRK_28495,ARTST_188983,ALBM_812546,105.0,HAPPY,data/audio/15/TRK_28495.mp3,data/acoustic_brainz/15/TRK_28495.json,data/mel_feat/15/TRK_28495.npy
TRK_90719,ARTST_131460,ALBM_893291,116.0,HAPPY,data/audio/19/TRK_90719.mp3,data/acoustic_brainz/19/TRK_90719.json,data/mel_feat/19/TRK_90719.npy
TRK_1800,ARTST_164293,ALBM_869143,216.0,SAD,data/audio/0/TRK_1800.mp3,data/acoustic_brainz/0/TRK_1800.json,data/mel_feat/0/TRK_1800.npy
TRK_91735,ARTST_278580,ALBM_549586,160.1,HAPPY,data/audio/15/TRK_91735.mp3,data/acoustic_brainz/15/TRK_91735.json,data/mel_feat/15/TRK_91735.npy
TRK_74989,ARTST_238033,ALBM_754242,110.9,HAPPY,data/audio/9/TRK_74989.mp3,data/acoustic_brainz/9/TRK_74989.json,data/mel_feat/9/TRK_74989.npy
TRK_16548,ARTST_303316,ALBM_778351,189.8,HAPPY,data/audio/8/TRK_16548.mp3,data/acoustic_brainz/8/TRK_16548.json,data/mel_feat/8/TRK_16548.npy
TRK_34502,ARTST_196970,ALBM_680698,258.8,HAPPY,data/audio/2/TRK_34502.mp3,data/acoustic_brainz/2/TRK_34502.json,data/mel_feat/2/TRK_34502.npy
TRK_35731,ARTST_270676,ALBM_631984,178.5,SAD,data/audio/11/TRK_35731.mp3,data/acoustic_brainz/11/TRK_35731.json,data/mel_feat/11/TRK_35731.npy
TRK_16740,ARTST_180544,ALBM_704749,180.0,HAPPY,data/audio/0/TRK_16740.mp3,data/acoustic_brainz/0/TRK_16740.json,data/mel_feat/0/TRK_16740.npy
TRK_470,ARTST_147507,ALBM_622892,542.0,SAD,data/audio/10/TRK_470.mp3,data/acoustic_brainz/10/TRK_470.json,data/mel_feat/10/TRK_470.npy
TRK_1536,ARTST_172351,ALBM_574124,122.0,SAD,data/audio/16/TRK_1536.mp3,data/acoustic_brainz/16/TRK_1536.json,data/mel_feat/16/TRK_1536.npy
TRK_83788,ARTST_254241,ALBM_525101,251.3,SAD,data/audio/8/TRK_83788.mp3,data/acoustic_brainz/8/TRK_83788.json,data/mel_feat/8/TRK_83788.npy
TRK_3937,ARTST_189051,ALBM_861692,193.4,HAPPY,data/audio/17/TRK_3937.mp3,data/acoustic_brainz/17/TRK_3937.json,data/mel_feat/17/TRK_3937.npy
TRK_2600,ARTST_139429,ALBM_885807,195.0,SAD,data/audio/0/TRK_2600.mp3,data/acoustic_brainz/0/TRK_2600.json,data/mel_feat/0/TRK_2600.npy
TRK_75589,ARTST_278617,ALBM_754472,207.6,HAPPY,data/audio/9/TRK_75589.mp3,data/acoustic_brainz/9/TRK_75589.json,data/mel_feat/9/TRK_75589.npy
TRK_41707,ARTST_172351,ALBM_541086,133.0,HAPPY,data/audio/7/TRK_41707.mp3,data/acoustic_brainz/7/TRK_41707.json,data/mel_feat/7/TRK_41707.npy
TRK_49580,ARTST_229424,ALBM_557342,473.7,SAD,data/audio/0/TRK_49580.mp3,data/acoustic_brainz/0/TRK_49580.json,data/mel_feat/0/TRK_49580.npy
